post_time,median
0,6.0
1,5.0
2,5.0
3,5.0
4,5.0
5,5.0
6,5.0
7,4.0
8,5.0
9,4.0
10,5.0
11,4.0
12,4.0
13,4.0
14,4.0
15,4.0
16,4.0
17,4.0
18,4.0
19,5.0
20,4.0
21,5.0
22,9.0
23,9.0
